Date,Curah Hujan Johor_MY,Curah Hujan Kalbar_ID,Curah Hujan Kalteng_ID,Curah Hujan Pahang_MY,Curah Hujan Riau_ID,Curah Hujan Sabah_MY,Curah Hujan Sarawak_MY,Curah Hujan Sumut_ID
2019-01-15,1.26,2.22,12.62,1.57,8.43,7.98,3.02,13.12
2019-01-16,5.17,1.59,1.72,10.09,3.32,6.85,17.73,29.53
2019-01-17,34.84,1.09,6.79,26.8,1.59,0.44,7.2,2.21
2019-01-18,19.85,6.12,2.46,2.06,2.88,0.65,4.38,2.23
2019-01-22,0.53,15.92,4.95,0.95,2.82,3.35,23.2,2.14
2019-01-23,0.62,2.04,0.13,0.1,6.63,10.31,22.39,0.6
2019-01-24,0.02,1.61,0.65,3.28,2.16,3.16,6.64,2.44
2019-01-25,0.02,1.61,0.89,0.16,0.04,11.13,18.98,0.75
2019-01-28,4.44,4.28,23.07,1.45,1.59,2.52,2.37,3.66
2019-01-29,2.53,24.1,11.4,8.51,12.49,4.27,8.49,0.97
2019-01-30,0.13,19.4,1.21,0.55,9.01,1.19,20.99,0.15
2019-01-31,2.15,4.71,25.56,4.48,0.22,1.18,18.45,0.1
2019-02-04,0.69,26.91,25.74,7.12,5.94,0.01,5.97,16.4
2019-02-07,0.42,2.7,15.63,0.71,0.65,1.89,12.94,8.59
2019-02-08,0.24,0.21,21.49,0.67,3.23,0.21,4.71,20.11
2019-02-11,0.08,14.07,52.31,1.17,4.6,0.75,40.33,1.23
2019-02-12,0.58,17.21,21.49,0.0,0.11,0.28,24.2,0.02
2019-02-13,3.92,7.87,2.92,1.59,0.44,0.0,20.67,0.02
2019-02-14,0.18,14.02,3.24,2.56,18.77,0.0,7.22,0.06
2019-02-15,0.09,14.36,40.07,0.7,2.12,0.0,10.86,9.75
2019-02-18,4.86,13.65,11.33,14.95,21.75,9.93,3.54,7.02
2019-02-19,1.58,1.65,0.55,6.33,0.52,6.79,0.07,7.92
2019-02-20,1.75,18.46,10.02,9.71,7.33,0.8,13.71,6.75
2019-02-21,0.29,19.79,33.4,0.46,0.74,1.7,4.56,3.3
2019-02-22,0.07,1.11,0.13,0.0,0.43,0.34,8.48,0.67
2019-02-25,1.49,4.06,15.88,0.76,0.01,0.27,1.54,0.02
2019-02-26,2.26,16.97,2.86,0.09,1.28,0.0,0.31,0.02
2019-02-27,0.27,15.68,3.67,0.01,9.36,0.0,0.13,31.92
2019-02-28,0.89,37.46,10.11,4.4,4.4,0.0,1.44,39.93
2019-03-01,0.21,70.75,52.54,2.01,10.22,0.0,0.9,7.68
2019-03-04,0.03,2.88,12.08,1.19,3.89,0.0,1.45,11.8
2019-03-05,0.0,13.44,11.69,0.83,0.6,0.57,3.03,55.75
2019-03-06,0.14,14.71,61.63,1.26,4.26,1.8,14.95,0.67
2019-03-07,0.44,2.99,20.32,0.35,1.02,1.2,13.61,0.05
2019-03-08,0.59,7.47,3.15,5.94,0.05,10.04,2.55,0.17
2019-03-11,11.15,3.94,44.68,15.8,3.75,6.87,20.63,36.06
2019-03-12,6.09,1.24,12.26,1.02,3.21,1.97,0.38,15.91
2019-03-13,0.71,0.17,6.16,0.07,13.42,0.28,0.08,2.6
2019-03-14,0.01,1.39,8.69,0.0,8.9,0.0,3.07,5.4
2019-03-15,0.01,6.36,10.77,0.0,0.68,0.0,4.15,0.27
2019-03-18,0.0,0.51,1.06,0.37,0.01,0.97,0.06,1.45
2019-03-19,0.08,0.42,0.87,0.05,0.19,5.31,0.01,17.46
2019-03-20,4.51,0.05,1.51,2.42,23.16,35.15,0.0,17.83
2019-03-21,8.01,0.0,1.98,5.07,26.22,10.34,0.0,18.94
2019-03-22,10.58,0.0,1.0,0.92,4.45,20.24,0.25,7.48
2019-03-25,4.67,14.03,27.63,4.13,3.75,3.53,0.56,3.1
2019-03-26,6.14,4.86,7.87,5.72,4.26,7.54,2.03,0.12
2019-03-27,0.4,29.39,6.68,4.25,1.9,1.64,19.43,23.73
2019-03-28,9.53,25.26,13.97,8.56,1.83,3.4,32.51,5.57
2019-03-29,9.59,1.41,4.37,2.1,1.93,3.84,2.45,0.26
2019-04-01,11.33,18.81,12.23,8.08,8.19,0.7,1.67,21.08
2019-04-02,12.97,13.84,14.25,30.61,16.69,2.53,4.26,2.56
2019-04-03,7.95,1.81,3.12,13.01,7.38,3.73,2.06,0.9
2019-04-04,1.1,5.02,2.3,20.58,12.25,1.09,5.3,1.05
2019-04-05,0.17,2.69,3.67,2.72,7.23,2.39,1.57,3.24
2019-04-08,0.76,0.1,6.37,0.87,6.09,3.71,0.33,3.24
2019-04-09,4.41,0.81,1.66,0.22,25.48,3.49,0.09,41.63
2019-04-10,10.8,4.47,7.53,0.68,12.48,2.27,1.01,7.88
2019-04-11,8.2,3.79,11.72,0.97,8.08,1.35,2.28,3.19
2019-04-12,3.65,16.29,3.72,0.11,9.77,4.12,0.76,3.85
2019-04-15,3.37,6.76,1.53,4.66,1.35,2.41,4.57,0.49
2019-04-16,2.41,28.28,12.28,4.36,36.21,2.04,8.46,11.97
2019-04-17,0.1,5.19,8.45,0.2,4.81,2.55,3.87,3.83
2019-04-18,0.34,5.88,2.07,2.75,0.12,0.89,21.59,11.55
2019-04-22,4.04,22.87,3.84,11.66,6.01,0.0,0.47,0.66
2019-04-23,5.28,25.52,4.86,18.66,9.79,1.75,7.26,0.73
2019-04-24,1.16,37.57,5.84,0.29,1.19,1.68,23.82,16.56
2019-04-25,7.23,11.23,2.85,10.85,39.53,1.74,43.64,58.18
2019-04-26,24.82,43.64,10.32,13.37,16.9,5.5,68.99,17.21
2019-04-29,6.37,0.49,13.24,4.33,1.3,10.8,0.98,0.23
2019-04-30,8.17,0.07,0.53,13.19,2.86,1.7,0.15,0.68
2019-05-02,7.02,0.38,8.81,6.88,0.0,22.56,1.85,0.02
2019-05-03,6.81,0.4,1.27,3.72,6.66,10.37,29.45,3.48
2019-05-06,0.85,12.2,4.86,5.21,0.02,10.07,1.9,2.4
2019-05-07,0.95,1.27,0.46,4.09,1.07,4.11,0.0,12.92
2019-05-08,3.79,0.02,0.0,9.89,1.48,7.02,0.0,15.54
2019-05-09,5.81,0.55,3.28,5.09,0.81,5.0,0.17,1.8
2019-05-10,1.41,1.83,3.75,0.01,0.2,9.36,0.09,0.59
2019-05-13,2.79,10.62,8.61,8.8,17.72,1.8,12.07,0.38
2019-05-14,6.24,4.24,10.0,9.05,6.04,0.9,15.04,14.38
2019-05-15,3.32,6.79,0.84,12.73,7.95,4.56,0.8,37.6
2019-05-16,7.46,24.72,5.05,3.12,17.57,4.07,19.38,2.03
2019-05-17,2.1,32.95,7.81,2.87,6.47,47.38,3.15,0.24
2019-05-21,16.36,3.2,0.61,6.31,5.3,8.88,1.51,6.06
2019-05-23,4.17,0.17,2.04,8.44,1.11,5.41,4.0,2.28
2019-05-24,1.82,1.79,1.18,15.39,0.14,2.05,0.83,2.49
2019-05-27,2.54,0.31,3.47,1.63,0.05,0.38,0.26,0.12
2019-05-28,2.0,3.3,1.62,1.79,11.74,1.13,6.51,8.23
2019-05-29,16.64,3.69,2.16,14.74,10.32,3.86,5.06,21.27
2019-05-30,16.51,3.9,3.46,8.9,5.85,1.5,0.75,16.76
2019-05-31,9.9,6.42,2.45,5.67,6.21,8.72,1.18,47.61
2019-06-03,19.89,22.64,8.73,4.5,6.93,9.03,7.85,43.85
2019-06-04,8.61,1.77,2.31,9.86,2.63,41.0,5.46,0.1
2019-06-07,4.83,24.55,4.61,0.65,1.53,8.92,16.52,3.08
2019-06-10,1.05,3.07,2.66,1.49,0.68,6.93,0.13,2.31
2019-06-11,12.74,14.78,6.26,14.78,74.56,1.26,0.19,0.47
2019-06-12,10.31,8.85,10.74,4.38,29.4,8.11,3.29,0.22
2019-06-13,2.29,32.47,12.16,0.58,0.56,15.19,24.76,0.36
2019-06-14,2.91,0.82,1.21,8.59,17.3,15.96,4.13,4.07
2019-06-17,6.6,1.48,0.46,13.18,17.6,3.12,3.6,8.45
2019-06-18,8.36,14.85,2.63,8.08,12.06,8.01,3.34,15.32
2019-06-19,3.32,21.63,7.05,0.45,2.11,19.22,9.15,2.36
2019-06-20,3.65,3.15,2.96,4.4,9.58,6.97,5.65,18.93
2019-06-21,7.7,7.68,1.28,27.59,6.02,3.84,2.87,34.05
2019-06-24,4.97,0.0,0.0,1.75,0.19,9.61,2.12,2.66
2019-06-25,14.48,0.02,0.23,12.42,21.47,0.38,0.65,0.23
2019-06-26,5.95,0.62,0.53,10.56,9.32,8.21,0.91,0.41
2019-06-27,2.44,2.72,2.53,3.09,0.14,13.58,17.89,1.12
2019-06-28,3.2,0.34,0.54,5.28,0.07,7.46,8.28,0.25
2019-07-01,2.4,0.0,0.0,1.67,0.73,0.75,0.18,3.3
2019-07-02,1.51,0.0,0.12,1.04,0.47,1.7,0.18,0.64
2019-07-03,1.89,10.31,5.2,0.33,0.11,9.32,6.02,0.0
2019-07-05,2.78,0.0,0.0,0.57,0.05,2.42,0.04,0.03
2019-07-08,7.22,4.65,0.17,5.49,5.65,7.17,1.12,2.41
2019-07-09,6.56,0.0,0.0,2.22,0.97,7.23,0.84,1.03
2019-07-10,0.71,0.0,0.04,1.49,0.15,7.84,0.84,15.32
2019-07-11,0.06,9.4,1.24,0.52,0.07,2.17,4.95,6.77
2019-07-12,0.43,5.54,3.81,1.29,0.17,5.09,4.25,0.04
2019-07-15,8.96,0.08,0.02,9.04,20.93,9.62,3.63,1.09
2019-07-16,4.2,0.0,0.01,1.42,0.94,3.33,0.0,3.8
2019-07-17,0.44,0.0,0.0,0.15,0.55,0.0,0.0,1.54
2019-07-18,0.06,0.0,0.17,0.08,0.63,0.0,0.0,22.33
2019-07-19,0.01,0.05,0.51,0.0,0.12,0.0,0.0,8.15
2019-07-22,7.89,10.13,2.57,3.57,1.03,27.48,35.71,2.8
2019-07-23,6.69,1.57,0.1,2.4,9.5,25.7,5.02,5.55
2019-07-24,18.4,0.21,0.03,4.93,6.2,28.74,2.94,5.12
2019-07-25,2.41,5.03,2.01,13.47,0.09,13.62,15.08,8.14
2019-07-26,0.47,1.43,5.38,1.58,0.02,12.23,52.37,2.15
2019-07-29,2.47,0.0,0.0,0.14,0.07,7.06,11.1,2.79
2019-07-31,0.27,0.0,0.08,2.61,0.04,0.54,0.04,3.76
2019-08-01,0.02,0.0,0.0,5.76,0.12,1.0,0.01,10.82
2019-08-02,0.08,0.0,0.0,1.07,0.43,0.34,0.01,3.98
2019-08-05,0.42,0.0,0.0,5.18,0.05,0.8,0.01,2.05
2019-08-06,0.3,0.0,0.0,0.0,0.0,6.62,0.01,1.03
2019-08-07,0.72,0.0,0.0,0.07,0.0,9.69,0.3,0.01
2019-08-08,3.06,0.0,0.0,0.62,0.0,14.56,0.25,0.12
2019-08-09,1.21,0.0,0.0,3.94,0.94,4.27,0.04,3.74
2019-08-13,2.36,0.22,0.0,14.02,1.75,7.53,2.19,0.58
2019-08-14,0.86,6.61,0.63,10.41,1.43,1.75,9.86,1.41
2019-08-15,5.63,6.32,3.13,20.8,9.12,5.99,12.37,1.58
2019-08-16,1.53,0.34,0.03,12.86,4.45,4.72,8.43,46.85
2019-08-19,0.24,13.12,16.36,0.77,0.1,10.22,14.45,17.3
2019-08-20,2.03,6.68,12.32,0.15,0.19,12.61,24.93,14.49
2019-08-21,1.26,0.05,0.06,1.66,0.39,8.07,0.46,38.08
2019-08-22,2.25,4.99,0.13,1.67,2.37,15.89,11.24,0.55
2019-08-23,0.33,2.49,0.11,4.04,0.52,2.45,5.2,9.63
2019-08-26,9.11,21.28,15.26,7.94,8.75,31.95,2.83,17.07
2019-08-27,8.33,20.96,2.61,11.07,8.03,15.21,9.14,46.69
2019-08-28,4.86,7.98,0.67,2.84,4.91,30.14,7.92,12.91
2019-08-29,2.88,0.1,0.04,5.06,2.96,8.96,0.51,3.05
2019-08-30,7.9,0.0,0.0,0.77,5.36,0.5,0.07,1.04
2019-09-03,3.09,0.02,0.07,20.08,1.8,0.08,1.15,11.64
2019-09-04,0.88,0.0,0.0,2.37,0.16,2.4,0.03,1.82
2019-09-05,1.14,0.0,0.0,4.72,0.02,8.75,0.02,0.04
2019-09-06,0.25,0.0,0.0,0.82,0.02,17.96,0.01,0.02
2019-09-10,1.51,4.0,0.23,0.24,0.0,1.74,2.81,3.07
2019-09-11,0.18,6.22,0.2,0.16,0.0,2.33,4.94,0.67
2019-09-12,0.15,17.77,0.59,1.01,0.0,7.46,1.98,0.87
2019-09-13,7.25,2.84,0.91,2.13,0.02,14.1,0.33,1.94
2019-09-17,1.42,0.0,0.0,8.09,0.0,0.22,0.0,0.0
2019-09-18,0.53,0.0,0.0,4.55,0.0,0.85,0.01,0.48
2019-09-19,0.0,0.0,0.0,3.02,0.01,0.83,0.08,6.92
2019-09-20,0.0,0.0,12.0,2.38,0.03,0.12,1.21,3.5
2019-09-23,1.75,13.4,2.43,2.17,3.64,0.0,2.94,5.74
2019-09-24,2.69,5.42,4.06,2.66,11.1,0.79,1.38,10.24
2019-09-25,33.98,0.94,1.19,15.18,34.38,0.83,4.71,16.66
2019-09-26,1.76,2.39,1.56,11.76,3.38,0.67,21.9,4.29
2019-09-27,2.98,15.4,5.06,5.89,3.57,2.78,8.87,7.83
2019-09-30,8.74,30.65,19.56,3.2,1.94,15.34,6.35,21.86
2019-10-01,3.26,4.98,1.73,6.7,0.32,12.92,14.65,7.8
2019-10-02,15.37,30.89,8.38,4.62,0.79,17.89,3.73,23.0
2019-10-03,3.89,15.35,20.84,8.73,10.1,6.97,9.03,25.54
2019-10-04,5.87,8.58,1.05,2.05,3.98,4.66,58.38,1.34
2019-10-07,5.85,4.36,18.46,7.99,0.87,11.13,12.31,17.17
2019-10-08,1.74,1.17,0.49,13.44,2.86,7.35,10.41,23.98
2019-10-09,2.76,1.36,0.31,29.81,3.98,3.49,5.81,24.66
2019-10-10,9.51,0.2,0.73,10.01,0.8,6.06,13.84,19.34
2019-10-11,3.24,11.66,0.92,8.89,0.67,5.88,6.08,27.18
2019-10-14,4.59,1.44,1.58,18.94,10.38,5.36,6.39,34.97
2019-10-15,3.98,12.87,5.8,13.54,6.42,5.2,3.23,16.54
2019-10-16,1.27,19.59,10.05,1.92,14.52,3.81,0.41,0.44
2019-10-17,13.26,8.91,10.4,28.87,14.68,2.37,3.79,2.63
2019-10-18,6.01,25.42,2.1,18.46,4.34,4.0,8.83,7.15
2019-10-21,7.99,4.04,0.78,6.0,8.74,1.97,6.88,2.84
2019-10-22,27.95,10.15,0.14,16.26,19.05,2.26,10.01,46.94
2019-10-23,10.85,5.61,0.22,14.4,3.5,3.53,19.72,14.02
2019-10-24,5.91,11.44,0.19,15.49,10.26,3.42,1.99,11.15
2019-10-25,5.2,5.65,9.64,18.69,11.28,4.87,1.12,26.07
2019-10-29,4.88,2.49,0.05,6.56,19.52,8.36,22.1,3.56
2019-10-30,8.3,2.29,0.23,13.28,12.61,7.85,5.88,10.01
2019-10-31,14.93,0.33,0.5,4.88,6.17,11.8,5.77,10.45
2019-11-01,5.31,2.4,20.63,0.93,4.67,19.46,8.26,1.28
2019-11-04,2.58,7.25,1.73,3.59,0.1,5.58,33.74,0.35
2019-11-05,2.38,3.92,1.45,3.49,1.67,27.75,13.59,0.4
2019-11-06,4.9,0.15,0.01,11.23,0.56,11.4,4.2,1.12
2019-11-07,8.56,0.0,0.0,23.21,30.38,12.38,2.65,10.47
2019-11-08,11.41,11.49,0.15,34.15,10.38,5.9,7.41,2.03
2019-11-11,3.53,0.22,1.7,4.68,0.12,1.42,11.41,12.77
2019-11-12,3.43,16.38,3.64,1.66,0.75,0.76,13.21,2.66
2019-11-13,5.04,14.07,7.85,0.49,1.75,0.1,4.18,1.04
2019-11-14,9.1,7.05,10.98,2.71,5.43,0.79,1.76,1.99
2019-11-15,8.51,4.15,1.58,13.14,2.3,3.32,3.26,5.47
2019-11-18,1.41,40.2,9.32,17.26,4.55,8.7,21.82,5.03
2019-11-19,1.98,20.1,6.4,11.14,8.82,11.54,8.08,45.85
2019-11-20,14.51,20.12,16.8,3.7,10.26,13.9,9.46,11.34
2019-11-21,19.78,23.09,18.72,7.32,3.49,9.35,10.6,59.1
2019-11-22,8.74,22.74,4.06,15.5,58.25,7.81,42.96,30.23
2019-11-25,7.3,19.21,2.82,11.57,10.61,15.64,10.66,22.04
2019-11-26,4.04,17.0,1.03,11.87,2.16,4.84,3.84,2.22
2019-11-27,8.32,7.85,0.3,14.46,19.72,3.39,0.63,15.02
2019-11-28,6.18,13.98,3.42,14.41,5.5,19.1,4.04,5.52
2019-11-29,23.84,23.3,12.65,24.57,0.31,9.65,5.18,8.34
2019-12-02,50.83,34.02,5.87,24.08,18.15,7.21,25.83,14.85
2019-12-03,4.45,4.22,54.08,0.38,7.26,6.34,34.27,18.19
2019-12-04,0.13,2.17,35.34,0.94,2.96,16.85,6.97,12.59
2019-12-05,0.64,22.33,3.75,1.78,0.56,17.12,39.14,1.59
2019-12-06,0.77,18.71,15.04,30.66,4.03,20.35,43.27,6.81
2019-12-09,49.7,19.84,6.43,4.71,10.63,22.68,14.98,41.9
2019-12-10,14.02,11.99,17.98,3.69,6.85,12.4,3.63,9.57
2019-12-11,16.92,50.62,34.67,6.28,5.22,5.76,17.38,39.56
2019-12-12,4.99,2.12,3.79,3.49,1.77,42.01,5.21,10.4
2019-12-13,45.13,10.75,8.57,9.39,2.38,12.05,5.56,0.85
2019-12-16,26.57,23.94,3.8,16.5,1.28,16.32,18.61,17.22
2019-12-17,15.18,11.2,1.78,15.0,1.32,8.69,10.34,9.0
2019-12-18,19.32,21.68,15.15,13.95,32.0,20.52,24.93,3.53
2019-12-19,3.8,2.2,4.8,1.77,18.69,11.78,5.89,11.77
2019-12-20,6.93,0.64,1.88,2.33,2.6,4.33,2.52,6.09
2019-12-23,3.07,24.82,13.98,2.9,1.78,21.78,19.22,1.39
2019-12-24,1.29,5.77,12.81,10.89,3.64,13.68,5.73,32.81
2019-12-26,0.13,22.86,3.62,0.48,0.66,36.02,0.74,2.31
2019-12-27,0.22,15.49,0.32,0.11,2.66,6.49,0.86,4.55
2019-12-30,0.05,15.26,10.97,2.2,0.69,3.07,72.42,2.0
2019-12-31,1.29,33.84,13.73,0.37,2.03,2.39,23.27,17.19
2020-01-02,2.61,9.77,20.63,7.77,1.86,4.73,5.14,0.24
2020-01-03,1.38,14.67,11.43,1.05,1.91,10.07,13.19,35.93
2020-01-06,9.43,11.21,7.14,1.57,0.58,0.45,10.49,0.04
2020-01-07,6.13,6.84,2.4,0.23,0.19,6.46,31.01,0.34
2020-01-08,3.78,3.69,0.92,6.04,0.63,4.99,1.06,0.24
2020-01-09,1.22,5.11,7.19,8.4,4.8,2.07,4.97,39.22
2020-01-10,1.32,38.0,15.57,0.96,6.15,9.41,14.09,23.54
2020-01-13,0.14,0.33,0.5,1.23,0.51,5.62,6.72,8.66
2020-01-14,0.28,0.09,39.3,0.08,1.02,12.83,2.59,11.24
2020-01-15,0.46,2.46,9.13,1.57,0.45,7.74,4.14,4.29
2020-01-16,0.46,6.48,2.3,1.04,2.84,5.83,6.75,3.41
2020-01-17,0.04,1.76,14.66,0.51,1.9,10.93,8.22,10.08
2020-01-21,11.7,3.17,0.49,0.66,8.53,0.61,2.38,44.99
2020-01-22,2.47,13.63,2.4,0.2,1.55,0.06,2.86,0.24
2020-01-23,1.44,46.27,4.33,0.02,2.98,0.0,0.81,4.68
2020-01-24,0.02,37.0,5.18,0.0,3.72,1.14,19.56,0.7
2020-01-28,5.78,9.27,5.49,2.58,18.96,1.44,8.08,84.0
2020-01-29,19.12,18.54,26.53,15.23,25.77,1.1,2.79,48.58
2020-01-30,2.11,45.54,55.68,4.51,0.27,1.65,0.29,0.06
2020-01-31,1.85,6.28,5.98,3.85,11.24,0.4,0.05,0.08
2020-02-03,0.11,10.15,1.67,0.2,0.04,3.4,14.35,0.03
2020-02-04,0.31,14.14,8.24,0.0,0.0,0.26,22.57,0.17
2020-02-05,0.53,6.2,3.89,2.34,0.29,0.09,9.45,0.63
2020-02-06,0.31,3.49,9.3,0.69,1.64,0.25,1.89,4.04
2020-02-07,0.09,4.09,20.9,0.13,7.11,8.79,0.01,102.18
2020-02-10,44.86,0.41,3.37,30.56,0.87,2.27,25.57,2.8
2020-02-11,11.55,3.26,0.98,14.9,2.24,2.92,1.9,2.79
2020-02-12,2.65,2.71,0.49,0.89,0.41,0.41,1.23,1.07
2020-02-13,0.55,22.67,3.81,14.19,2.53,0.01,6.58,39.77
2020-02-14,0.09,12.17,22.64,11.61,4.7,1.76,5.62,50.31
2020-02-17,4.24,19.25,13.23,5.35,4.61,0.86,32.11,2.3
2020-02-18,23.87,1.01,7.66,13.76,2.04,4.82,3.65,16.91
2020-02-19,4.85,8.71,12.05,0.49,1.07,1.48,1.18,3.89
2020-02-20,4.61,13.81,6.01,0.74,0.24,0.18,0.3,0.11
2020-02-21,8.59,26.1,12.06,4.3,5.33,0.07,0.82,0.01
2020-02-24,4.12,2.37,1.07,0.55,0.05,1.48,0.84,0.0
2020-02-25,0.48,9.65,13.72,1.48,0.02,0.31,0.29,0.1
2020-02-26,0.07,23.97,21.39,18.55,0.1,6.5,9.29,1.21
2020-02-27,0.13,5.28,4.6,3.46,0.03,1.15,5.27,22.74
2020-02-28,0.07,12.27,17.34,0.0,0.0,0.59,5.04,4.16
2020-03-02,0.11,8.96,9.36,12.71,4.01,9.05,4.32,23.16
2020-03-03,0.09,41.91,13.23,2.58,5.54,5.66,32.29,14.38
2020-03-04,0.01,8.16,2.68,0.27,2.07,5.12,18.01,2.47
2020-03-05,2.03,33.31,17.88,7.59,6.67,4.87,27.89,16.42
2020-03-06,1.26,3.89,1.72,3.93,24.96,0.92,2.17,0.47
2020-03-09,0.42,0.2,2.94,2.97,0.17,26.94,1.38,0.07
2020-03-10,0.02,0.12,0.13,1.12,0.0,20.13,0.51,0.0
2020-03-11,0.03,0.0,10.63,13.59,0.62,0.38,4.66,0.22
2020-03-12,0.08,0.02,20.48,3.95,2.97,0.29,6.83,4.96
2020-03-13,0.36,12.23,3.38,0.3,0.65,0.2,5.94,2.31
2020-03-16,1.14,33.81,3.95,1.41,4.6,0.0,0.13,0.96
2020-03-17,0.11,11.35,2.44,0.68,5.89,0.27,7.81,43.16
2020-03-18,0.49,22.43,28.33,5.13,11.33,0.05,2.97,67.99
2020-03-19,0.19,34.88,27.88,3.93,14.63,1.26,18.42,7.06
2020-03-20,0.71,20.85,36.53,0.61,3.54,6.08,17.48,2.31
2020-03-23,14.71,4.13,10.69,9.94,2.92,4.42,18.77,3.0
2020-03-24,1.71,0.56,1.63,14.56,0.92,3.74,12.55,20.04
2020-03-26,1.04,25.67,19.37,1.03,0.51,4.47,55.54,36.06
2020-03-27,2.0,2.61,20.8,15.74,3.49,6.08,11.26,5.33
2020-03-30,0.01,11.37,27.2,3.43,1.05,10.59,14.74,18.7
2020-03-31,0.02,0.82,6.05,7.59,0.71,10.73,11.33,0.12
2020-04-01,0.49,3.56,1.06,3.55,22.74,1.91,1.22,21.05
2020-04-02,10.25,1.76,5.98,19.45,46.66,1.06,3.13,5.12
2020-04-03,7.96,4.67,5.06,13.11,29.45,0.34,2.63,0.42
2020-04-06,17.75,7.04,58.31,7.41,28.06,1.63,16.13,5.96
2020-04-07,8.64,5.03,7.19,17.51,2.02,3.75,9.41,1.42
2020-04-08,5.82,3.11,2.69,2.92,17.02,10.24,1.78,32.32
2020-04-09,2.45,1.98,5.37,0.09,6.46,2.32,5.15,26.22
2020-04-13,4.22,2.98,5.38,9.86,14.85,2.07,0.17,3.35
2020-04-14,0.09,0.6,1.65,0.08,3.98,12.82,1.87,2.85
2020-04-15,0.08,0.13,3.04,3.52,0.72,18.95,3.94,15.83
2020-04-16,0.04,8.73,5.52,9.23,11.53,0.0,0.24,32.3
2020-04-17,0.04,24.51,6.8,1.25,4.73,3.22,0.49,23.93
2020-04-20,0.67,11.28,6.55,2.81,0.17,1.24,2.56,0.33
2020-04-21,3.92,26.56,4.0,10.41,0.74,0.11,5.4,0.29
2020-04-22,6.57,4.92,2.98,34.06,3.55,0.39,7.64,6.73
2020-04-23,6.18,1.95,7.06,29.1,4.91,5.01,8.87,76.43
2020-04-24,5.92,19.11,20.26,7.36,2.58,11.19,2.65,8.68
2020-04-27,26.0,28.15,15.42,25.04,12.44,8.58,5.2,7.33
2020-04-28,8.65,26.14,53.67,16.75,17.3,21.93,8.6,15.85
2020-04-29,9.56,1.68,33.73,4.79,22.52,9.82,2.9,17.39
2020-04-30,33.57,12.67,14.59,7.7,42.19,1.08,4.34,28.05
2020-05-04,4.44,0.58,0.48,3.0,0.73,39.72,4.96,0.44
2020-05-05,10.62,0.61,0.66,4.81,17.16,33.91,5.11,5.75
2020-05-06,3.65,2.29,9.48,6.43,3.72,8.9,1.21,5.09
2020-05-08,3.6,13.44,3.43,4.28,2.07,4.46,6.01,17.46
2020-05-12,13.43,4.14,2.07,7.16,23.23,10.52,20.19,22.09
2020-05-13,10.77,9.09,5.97,8.36,42.95,0.15,0.51,0.23
2020-05-14,4.74,10.37,10.77,2.25,14.53,0.93,0.23,0.38
2020-05-15,0.39,9.13,0.44,1.77,4.19,5.89,0.18,2.79
2020-05-18,1.19,9.31,16.93,0.18,0.98,15.44,14.02,2.24
2020-05-19,2.65,4.64,5.92,3.27,12.7,23.02,1.78,6.62
2020-05-20,4.39,7.8,0.67,8.74,14.82,3.82,0.55,3.85
2020-05-27,7.49,27.86,11.88,2.44,1.73,7.01,33.03,0.09
2020-05-28,2.83,0.32,11.66,5.0,0.03,3.91,9.34,2.84
2020-05-29,4.24,6.43,0.75,13.47,7.71,5.02,6.68,2.16
2020-06-02,11.91,6.49,1.93,1.99,0.61,14.17,4.18,4.17
2020-06-03,7.96,2.26,6.79,4.47,0.82,3.56,3.99,26.73
2020-06-05,14.34,14.6,2.31,12.23,20.26,5.53,26.34,27.17
2020-06-09,9.73,5.42,3.14,4.72,0.11,13.83,2.57,1.18
2020-06-10,13.8,0.02,0.51,8.55,0.26,19.22,3.1,0.3
2020-06-11,14.47,0.0,0.95,0.71,0.32,0.47,2.53,0.82
2020-06-12,13.32,0.0,0.33,66.81,12.2,1.69,0.84,3.6
2020-06-15,5.21,13.05,25.37,3.47,0.06,3.99,1.93,1.51
2020-06-16,5.64,7.82,2.83,6.74,2.47,3.56,2.69,2.79
2020-06-17,3.32,17.03,2.64,2.87,23.92,2.4,9.61,3.38
2020-06-18,14.64,16.89,1.39,5.31,6.31,4.83,29.72,7.88
2020-06-19,10.36,29.84,15.19,27.49,26.17,12.24,12.79,13.79
2020-06-22,10.6,37.09,15.03,6.35,7.71,5.01,10.79,41.96
2020-06-23,19.17,14.88,2.12,9.18,5.26,7.25,14.85,14.54
2020-06-24,11.3,41.4,1.74,9.87,11.08,5.08,88.69,9.03
2020-06-25,1.23,3.12,0.52,6.36,0.64,9.83,18.02,2.02
2020-06-26,9.81,28.58,5.71,6.62,1.15,10.59,15.08,0.52
2020-06-29,8.78,0.14,0.18,2.39,0.02,2.91,0.16,0.0
2020-06-30,3.38,2.62,0.98,0.9,0.35,1.0,2.11,0.16
2020-07-01,4.14,10.85,9.5,0.9,1.12,4.03,11.92,0.58
2020-07-02,1.33,27.52,10.77,0.55,1.29,2.41,12.93,0.79
2020-07-06,14.56,14.99,2.27,24.37,6.93,8.19,8.99,8.63
2020-07-07,19.04,10.12,1.07,28.29,6.23,8.24,33.77,15.34
2020-07-08,7.41,11.11,7.97,2.48,11.63,7.3,9.38,8.29
2020-07-09,20.86,35.65,13.77,36.09,4.77,11.85,6.42,0.3
2020-07-10,2.77,15.19,9.45,14.69,5.51,12.9,34.09,1.5
